index_train,similarity
2818 26495 30510 9711 25745 18398 19532 19858 25981 33680 19205 24515 27280 783 8964 ,0.13953488372093023 0.13529411764705881 0.13259668508287292 0.13245033112582782 0.1301775147928994 0.12626262626262627 0.12568306010928962 0.12418300653594772 0.1232876712328767 0.12299465240641712 0.12258064516129032 0.12234042553191489 0.12213740458015267 0.12195121951219512 0.12195121951219512 
1436 32105 29288 28508 80 32436 7132 19943 36847 36051 12339 6349 35226 5072 24668 ,0.13178294573643412 0.1286549707602339 0.12804878048780488 0.12666666666666668 0.125 0.1218274111675127 0.12142857142857143 0.12101910828025478 0.12101910828025478 0.11940298507462686 0.11920529801324503 0.11875 0.11851851851851852 0.11842105263157894 0.11842105263157894 
39263 28077 11751 22936 37502 30057 12625 39219 24634 3327 38778 36995 20279 2919 34920 ,0.1793478260869565 0.16216216216216217 0.1608695652173913 0.15976331360946747 0.15625 0.15606936416184972 0.15577889447236182 0.15508021390374332 0.15432098765432098 0.15384615384615385 0.15384615384615385 0.15306122448979592 0.15254237288135594 0.15151515151515152 0.15053763440860216 
35097 15091 2178 24285 18941 30279 9462 38898 36227 35939 38861 8133 7092 37870 15888 ,0.15736040609137056 0.14767932489451477 0.1469387755102041 0.14566929133858267 0.14553990610328638 0.14285714285714285 0.14186851211072665 0.1411764705882353 0.13993174061433447 0.13915857605177995 0.13901345291479822 0.1388888888888889 0.13846153846153847 0.1368421052631579 0.1360544217687075 
2414 11946 31309 4464 4740 11793 39460 5200 296 7251 17060 33458 2883 17286 18715 ,0.18085106382978725 0.16666666666666666 0.16071428571428573 0.15789473684210525 0.15555555555555556 0.15463917525773196 0.1504424778761062 0.14912280701754385 0.14893617021276595 0.14864864864864866 0.14772727272727273 0.14655172413793102 0.14634146341463414 0.14563106796116504 0.14563106796116504 
17473 17100 33459 36134 20375 14847 28569 21632 7827 3616 10339 20428 24098 24694 3071 ,0.15384615384615385 0.14285714285714285 0.13636363636363635 0.13333333333333333 0.13114754098360656 0.13043478260869565 0.13043478260869565 0.12903225806451613 0.125 0.12244897959183673 0.12244897959183673 0.12195121951219512 0.12 0.12 0.11764705882352941 
4420 29007 3895 24634 32351 11888 27420 37762 18377 18938 10174 15531 34691 4986 1406 ,0.19672131147540983 0.19047619047619047 0.1791044776119403 0.17142857142857143 0.16842105263157894 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16304347826086957 0.16176470588235295 0.16129032258064516 0.16129032258064516 0.16091954022988506 0.1595744680851064 0.1590909090909091 
16944 9608 2893 313 19510 1155 8416 1466 29227 2487 20903 35527 23633 2415 10037 ,0.14393939393939395 0.14074074074074075 0.13709677419354838 0.136986301369863 0.13157894736842105 0.13138686131386862 0.13071895424836602 0.13023255813953488 0.13013698630136986 0.12931034482758622 0.12844036697247707 0.12844036697247707 0.1282051282051282 0.128 0.1258741258741259 
10094 6637 31533 36245 3762 36435 34344 16504 3905 17716 3444 29212 4924 401 27505 ,0.11764705882352941 0.11494252873563218 0.11494252873563218 0.11320754716981132 0.1125 0.11235955056179775 0.11 0.10989010989010989 0.1095890410958904 0.1095890410958904 0.10869565217391304 0.10869565217391304 0.10843373493975904 0.10752688172043011 0.10638297872340426 
19739 22487 4806 714 27775 3425 27303 13706 25905 1744 8741 18961 30159 24153 11237 ,0.1619047619047619 0.16161616161616163 0.15151515151515152 0.14736842105263157 0.13846153846153847 0.13675213675213677 0.13636363636363635 0.13592233009708737 0.13513513513513514 0.13445378151260504 0.13385826771653545 0.13333333333333333 0.13333333333333333 0.1328125 0.13274336283185842 
24020 20262 30755 24338 36701 27253 28867 17158 6158 23928 32536 23657 18084 4845 30679 ,0.08235294117647059 0.08074534161490683 0.07913669064748201 0.07874015748031496 0.078125 0.07653061224489796 0.07563025210084033 0.07547169811320754 0.07514450867052024 0.075 0.07476635514018691 0.0743801652892562 0.07377049180327869 0.07317073170731707 0.0728476821192053 
577 23651 28662 6583 12156 16852 11191 20137 6685 24515 10526 34927 12416 2370 27635 ,0.16901408450704225 0.16071428571428573 0.15942028985507245 0.15841584158415842 0.15625 0.15555555555555556 0.15217391304347827 0.15217391304347827 0.15151515151515152 0.14965986394557823 0.14942528735632185 0.14912280701754385 0.14782608695652175 0.14736842105263157 0.14655172413793102 
33401 27466 23621 34881 27102 10631 14589 24605 36311 16941 7276 4265 11082 11793 15053 ,0.15025906735751296 0.12690355329949238 0.12181303116147309 0.11855670103092783 0.11764705882352941 0.11682242990654206 0.1165644171779141 0.1152073732718894 0.11428571428571428 0.11235955056179775 0.1116751269035533 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
23726 35994 12908 28857 38790 26896 2478 38553 39203 5529 22876 27383 26732 36814 23815 ,0.17647058823529413 0.13636363636363635 0.1320754716981132 0.12195121951219512 0.11811023622047244 0.11764705882352941 0.11711711711711711 0.11510791366906475 0.11504424778761062 0.11475409836065574 0.11403508771929824 0.11403508771929824 0.11382113821138211 0.1134020618556701 0.11304347826086956 
20561 8479 4356 36825 15531 18485 1444 10641 26924 4803 18938 11825 7741 18757 13262 ,0.19811320754716982 0.19801980198019803 0.1951219512195122 0.18867924528301888 0.18 0.17721518987341772 0.17708333333333334 0.17272727272727273 0.17204301075268819 0.1717171717171717 0.17105263157894737 0.16831683168316833 0.16822429906542055 0.16822429906542055 0.16666666666666666 
34859 37509 21426 21439 36077 32525 14048 29607 27972 14173 10709 25857 9972 3889 18026 ,0.12337662337662338 0.12183908045977011 0.12115732368896925 0.11753731343283583 0.11555555555555555 0.114 0.11387163561076605 0.11363636363636363 0.11354581673306773 0.11324376199616124 0.11219512195121951 0.11214953271028037 0.11155378486055777 0.11131725417439703 0.11092436974789915 
13124 26379 27955 7459 19112 11836 29618 11133 5398 11793 35436 38586 35018 36073 9814 ,0.13432835820895522 0.13402061855670103 0.13114754098360656 0.12727272727272726 0.1267605633802817 0.12631578947368421 0.125 0.12380952380952381 0.12371134020618557 0.12359550561797752 0.12222222222222222 0.12222222222222222 0.12213740458015267 0.12195121951219512 0.12 
34711 5199 39802 4538 14993 30857 19294 21277 38159 28692 15149 4778 11359 8918 19828 ,0.17049180327868851 0.1634349030470914 0.16012084592145015 0.15857605177993528 0.156794425087108 0.15671641791044777 0.155893536121673 0.1553784860557769 0.1543859649122807 0.15434083601286175 0.15402843601895735 0.15384615384615385 0.15294117647058825 0.15269461077844312 0.15254237288135594 
9825 16353 18298 17569 7167 23178 21002 37628 38172 34587 2694 25752 21371 4217 4516 ,0.1326530612244898 0.1323529411764706 0.1323529411764706 0.12987012987012986 0.12903225806451613 0.1267605633802817 0.125 0.12380952380952381 0.1232876712328767 0.12244897959183673 0.12 0.11940298507462686 0.11904761904761904 0.11702127659574468 0.11650485436893204 
29916 24003 25151 34955 4599 610 30109 4678 32750 24174 29819 36663 13489 13361 38116 ,0.13725490196078433 0.13636363636363635 0.13333333333333333 0.13333333333333333 0.13186813186813187 0.12871287128712872 0.12698412698412698 0.12612612612612611 0.12396694214876033 0.12380952380952381 0.12264150943396226 0.12264150943396226 0.12037037037037036 0.11956521739130435 0.11827956989247312 
16148 32049 36372 4704 11191 3135 39407 1078 4504 28567 12767 20062 5156 12339 19344 ,0.13445378151260504 0.1188118811881188 0.1188118811881188 0.11403508771929824 0.11320754716981132 0.11304347826086956 0.11206896551724138 0.112 0.1111111111111111 0.11016949152542373 0.10909090909090909 0.10833333333333334 0.10810810810810811 0.1079136690647482 0.10714285714285714 
577 29007 224 4420 2315 5449 10655 207 7335 15961 37762 25471 11793 15352 19499 ,0.16666666666666666 0.15294117647058825 0.14942528735632185 0.14516129032258066 0.14285714285714285 0.14130434782608695 0.14084507042253522 0.1388888888888889 0.13793103448275862 0.13793103448275862 0.13636363636363635 0.13513513513513514 0.1348314606741573 0.13414634146341464 0.13253012048192772 
26167 8845 27682 6080 26929 36437 39524 7522 15995 31166 37802 22061 2330 23802 29383 ,0.0875 0.087248322147651 0.08648648648648649 0.08552631578947369 0.08465608465608465 0.08450704225352113 0.08433734939759036 0.08333333333333333 0.08333333333333333 0.08333333333333333 0.08294930875576037 0.08125 0.08108108108108109 0.08108108108108109 0.08108108108108109 
25121 12139 5517 37076 819 7836 38370 35008 11599 23537 32308 5576 9944 11924 8802 ,0.1774193548387097 0.16393442622950818 0.15517241379310345 0.15254237288135594 0.15 0.14814814814814814 0.14705882352941177 0.14492753623188406 0.14285714285714285 0.14285714285714285 0.14102564102564102 0.136986301369863 0.13636363636363635 0.13636363636363635 0.13580246913580246 
23706 6397 24170 33841 35402 16646 17228 9165 9083 22422 38767 16783 27030 1462 22283 ,0.16423357664233576 0.15942028985507245 0.15418502202643172 0.1536050156739812 0.15223880597014924 0.152 0.15185185185185185 0.15018315018315018 0.14968152866242038 0.14968152866242038 0.14873417721518986 0.1484848484848485 0.1475826972010178 0.14698162729658792 0.14672686230248308 
1666 24672 29250 33593 26369 23577 7126 32128 34747 26656 20596 28341 22530 2951 27242 ,0.11764705882352941 0.11504424778761062 0.11320754716981132 0.11320754716981132 0.10377358490566038 0.10227272727272728 0.10185185185185185 0.10091743119266056 0.09929078014184398 0.0990990990990991 0.09900990099009901 0.09900990099009901 0.09848484848484848 0.09803921568627451 0.0975609756097561 
31272 37972 28460 13989 35351 23509 12081 17425 10191 35941 4684 33458 1164 372 29835 ,0.18867924528301888 0.14666666666666667 0.13725490196078433 0.13333333333333333 0.13333333333333333 0.13114754098360656 0.13043478260869565 0.12962962962962962 0.12941176470588237 0.12941176470588237 0.12903225806451613 0.12903225806451613 0.1282051282051282 0.12790697674418605 0.1276595744680851 
2252 5589 3360 26755 31091 27279 23157 22654 6785 2342 34939 26961 95 25894 17289 ,0.16037735849056603 0.1592920353982301 0.15748031496062992 0.15702479338842976 0.15625 0.1559633027522936 0.15517241379310345 0.1532258064516129 0.1523809523809524 0.152317880794702 0.15172413793103448 0.15151515151515152 0.15 0.14925373134328357 0.14912280701754385 
101 25817 27848 20424 26429 34865 22770 6668 4086 17433 37338 33681 10824 37294 20277 ,0.14084507042253522 0.136 0.13333333333333333 0.1323529411764706 0.1306532663316583 0.12883435582822086 0.12698412698412698 0.1267605633802817 0.1259259259259259 0.125 0.125 0.12440191387559808 0.12408759124087591 0.1223021582733813 0.12179487179487179 
31361 10807 36193 35860 4192 39010 10398 32575 28918 18735 18229 6268 37018 20103 22132 ,0.11715481171548117 0.11326860841423948 0.11180124223602485 0.11046511627906977 0.10921501706484642 0.10900473933649289 0.10891089108910891 0.1085972850678733 0.10824742268041238 0.10747663551401869 0.10727969348659004 0.10714285714285714 0.10695187165775401 0.10679611650485436 0.10666666666666667 
16869 26801 18015 16638 25913 34859 18802 17761 178 20691 12949 22283 37434 31641 7891 ,0.194 0.18867924528301888 0.16477272727272727 0.15724815724815724 0.1565934065934066 0.15610859728506787 0.15458937198067632 0.1543942992874109 0.15203426124197003 0.1517509727626459 0.15106382978723404 0.15087040618955513 0.15 0.1490280777537797 0.14888888888888888 
33906 38614 38464 31148 29049 21109 8124 18681 22653 5766 2370 13807 28857 11157 12947 ,0.10416666666666667 0.09859154929577464 0.09375 0.09230769230769231 0.09090909090909091 0.08860759493670886 0.08695652173913043 0.08333333333333333 0.08333333333333333 0.08163265306122448 0.08 0.08 0.08 0.07894736842105263 0.07894736842105263 
29045 9936 1091 34059 10505 30935 20517 38875 15995 19040 39660 29330 16009 38898 14840 ,0.1346938775510204 0.13157894736842105 0.12811387900355872 0.12648221343873517 0.12540192926045016 0.1223021582733813 0.12222222222222222 0.12133891213389121 0.11986301369863013 0.1198501872659176 0.11870503597122302 0.11869436201780416 0.11838006230529595 0.11721611721611722 0.11650485436893204 
8222 20516 9612 31183 13481 32731 5973 22412 39531 12410 21944 37314 36853 28330 35710 ,0.16333333333333333 0.1509433962264151 0.12367491166077739 0.11636363636363636 0.11608961303462322 0.11421319796954314 0.11009174311926606 0.10966057441253264 0.10955056179775281 0.10948905109489052 0.10921501706484642 0.10921501706484642 0.10644257703081232 0.10583941605839416 0.1056338028169014 
30681 27940 5768 38931 36371 9825 10037 16733 17078 8058 14212 1155 13798 36825 29149 ,0.16393442622950818 0.1487603305785124 0.14285714285714285 0.14084507042253522 0.13953488372093023 0.1391304347826087 0.13636363636363635 0.13559322033898305 0.13559322033898305 0.13445378151260504 0.13392857142857142 0.13385826771653545 0.13333333333333333 0.13333333333333333 0.1322314049586777 
11946 21632 16169 23844 16240 34943 8479 19192 4420 26073 11621 27152 33593 1259 10224 ,0.24489795918367346 0.22857142857142856 0.2127659574468085 0.20833333333333334 0.18840579710144928 0.18518518518518517 0.18421052631578946 0.18309859154929578 0.18181818181818182 0.18181818181818182 0.1794871794871795 0.17857142857142858 0.1780821917808219 0.17777777777777778 0.17777777777777778 
2919 2483 15560 9860 35408 1585 4493 13813 32786 4225 26032 30544 15310 14162 7713 ,0.13636363636363635 0.13360323886639677 0.13186813186813187 0.13114754098360656 0.1278538812785388 0.12682926829268293 0.125 0.12449799196787148 0.12437810945273632 0.12389380530973451 0.12337662337662338 0.12217194570135746 0.12179487179487179 0.12025316455696203 0.11983471074380166 
25411 15149 19249 36493 17165 38495 12115 6813 3692 765 21821 3701 27841 18015 33116 ,0.1619047619047619 0.147005444646098 0.14482758620689656 0.14202334630350194 0.14135021097046413 0.14107142857142857 0.14074074074074075 0.1400359066427289 0.13908450704225353 0.13701067615658363 0.13673805601317957 0.13582677165354332 0.13478260869565217 0.13402061855670103 0.13400335008375208 
8634 32176 5088 38273 29624 37835 29834 22577 34860 21587 14031 28606 3343 10513 39283 ,0.11428571428571428 0.09923664122137404 0.09848484848484848 0.09649122807017543 0.0963855421686747 0.09554140127388536 0.09523809523809523 0.09448818897637795 0.09401709401709402 0.09352517985611511 0.09302325581395349 0.09195402298850575 0.09174311926605505 0.09166666666666666 0.09166666666666666 
35521 9508 3400 5442 28136 23744 29189 33236 35351 16197 126 11725 38213 29835 39998 ,0.1402439024390244 0.1391304347826087 0.136 0.13548387096774195 0.1342281879194631 0.13414634146341464 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13286713286713286 0.13125 0.13013698630136986 0.12987012987012986 0.12949640287769784 0.12921348314606743 
29606 8083 24472 12247 4486 39295 6473 36245 38421 28460 29787 28857 24564 4740 4409 ,0.19607843137254902 0.17073170731707318 0.15789473684210525 0.15714285714285714 0.15384615384615385 0.15384615384615385 0.1506849315068493 0.15 0.15 0.14285714285714285 0.14035087719298245 0.14 0.13953488372093023 0.13846153846153847 0.1375 
11802 33496 22108 10710 23231 34704 17620 16353 18298 18811 24386 23157 12536 37016 22161 ,0.12380952380952381 0.12149532710280374 0.11650485436893204 0.11224489795918367 0.10843373493975904 0.10619469026548672 0.10576923076923077 0.10526315789473684 0.10526315789473684 0.10465116279069768 0.10256410256410256 0.1016949152542373 0.1 0.09923664122137404 0.0989010989010989 
37214 8939 25404 3694 21545 33375 30725 12532 35072 22144 1262 18741 10933 25559 33845 ,0.13071895424836602 0.11486486486486487 0.11235955056179775 0.11224489795918367 0.11214953271028037 0.112 0.11042944785276074 0.11009174311926606 0.11 0.10891089108910891 0.10752688172043011 0.10625 0.10619469026548672 0.10619469026548672 0.10619469026548672 
29198 1266 16949 38120 39009 12503 6116 9568 6119 11425 18902 12885 16930 12136 9820 ,0.13157894736842105 0.11278195488721804 0.11055276381909548 0.10884353741496598 0.10714285714285714 0.10625 0.10416666666666667 0.10365853658536585 0.10256410256410256 0.10222222222222223 0.10222222222222223 0.10191082802547771 0.10135135135135136 0.10047846889952153 0.1 
19652 1956 5977 18233 24500 4356 12008 16945 16873 5100 8135 32187 32404 23923 29385 ,0.11299435028248588 0.11052631578947368 0.10877192982456141 0.10714285714285714 0.10695187165775401 0.10638297872340426 0.10582010582010581 0.10497237569060773 0.10365853658536585 0.1027190332326284 0.10215053763440861 0.10119047619047619 0.10047846889952153 0.1 0.09956709956709957 
38427 14180 11565 33293 30246 12286 2944 30518 20945 30104 8741 5126 9854 30166 17886 ,0.17424242424242425 0.14925373134328357 0.14035087719298245 0.13846153846153847 0.1375 0.13709677419354838 0.13636363636363635 0.13636363636363635 0.136 0.13548387096774195 0.1347517730496454 0.13286713286713286 0.1328125 0.1328125 0.13178294573643412 
26816 25772 7467 26793 6280 37870 10561 37687 5533 14741 1620 29779 18177 6456 25861 ,0.11864406779661017 0.11486486486486487 0.11258278145695365 0.1103448275862069 0.1095890410958904 0.10897435897435898 0.10884353741496598 0.10833333333333334 0.10810810810810811 0.10687022900763359 0.10638297872340426 0.10588235294117647 0.10576923076923077 0.1056338028169014 0.1056338028169014 
34761 37763 13024 17764 1889 11904 22469 4225 26030 22476 27319 23188 26952 38454 25784 ,0.1015625 0.10126582278481013 0.09090909090909091 0.08860759493670886 0.08823529411764706 0.0872093023255814 0.08620689655172414 0.0861244019138756 0.0859375 0.08522727272727272 0.08461538461538462 0.08396946564885496 0.08396946564885496 0.08333333333333333 0.08247422680412371 
8049 36320 12842 28601 22498 29045 26997 13009 18805 15622 26091 17649 11670 14811 29617 ,0.13897280966767372 0.13829787234042554 0.13548387096774195 0.1349206349206349 0.13395638629283488 0.13333333333333333 0.13284132841328414 0.13261648745519714 0.1320754716981132 0.132 0.13183279742765272 0.13145539906103287 0.13090909090909092 0.13043478260869565 0.13043478260869565 
16449 10115 36485 12753 38158 1156 21590 6353 21126 2919 36429 21642 29142 15170 8737 ,0.16587677725118483 0.15300546448087432 0.1507537688442211 0.14754098360655737 0.14754098360655737 0.14691943127962084 0.14689265536723164 0.1461794019933555 0.14606741573033707 0.14423076923076922 0.14414414414414414 0.143646408839779 0.14351851851851852 0.14347826086956522 0.14285714285714285 
13387 207 8310 33441 577 21152 25596 714 15144 6099 37512 39414 37128 9073 16353 ,0.1896551724137931 0.17647058823529413 0.1724137931034483 0.17073170731707318 0.1702127659574468 0.16981132075471697 0.16923076923076924 0.16393442622950818 0.16279069767441862 0.16129032258064516 0.15555555555555556 0.15555555555555556 0.1527777777777778 0.15217391304347827 0.15217391304347827 
7569 33310 29607 11532 6813 13636 17960 13234 1405 6095 16311 19184 1103 33209 39658 ,0.14779270633397312 0.14615384615384616 0.14534883720930233 0.14285714285714285 0.14041745730550284 0.13818181818181818 0.13777777777777778 0.13679245283018868 0.13636363636363635 0.1360544217687075 0.1359026369168357 0.13582677165354332 0.13572854291417166 0.1357142857142857 0.13559322033898305 
9333 31803 31916 22990 20310 27405 20272 9853 38440 39818 30920 26390 3139 33192 30038 ,0.15441176470588236 0.13777777777777778 0.1259259259259259 0.11627906976744186 0.11612903225806452 0.11188811188811189 0.11029411764705882 0.109375 0.10743801652892562 0.10687022900763359 0.1065989847715736 0.10606060606060606 0.10588235294117647 0.10569105691056911 0.10526315789473684 
22797 36670 20938 15165 38669 16652 18975 19644 32813 38888 10166 29621 3414 21955 35408 ,0.1059322033898305 0.1056338028169014 0.10335917312661498 0.10204081632653061 0.10136986301369863 0.10077519379844961 0.10034602076124567 0.1 0.1 0.09961685823754789 0.09954751131221719 0.09795918367346938 0.09749303621169916 0.09740259740259741 0.09727626459143969 
24927 6637 3762 32270 11760 4349 35049 19852 16852 39963 10946 20385 22093 22778 5030 ,0.14285714285714285 0.13953488372093023 0.13924050632911392 0.1388888888888889 0.13846153846153847 0.136986301369863 0.136986301369863 0.1348314606741573 0.13414634146341464 0.13333333333333333 0.13274336283185842 0.13253012048192772 0.13253012048192772 0.13157894736842105 0.13114754098360656 
31616 7448 18331 7569 21093 12403 9525 21821 16598 33885 19213 12007 37134 38669 23179 ,0.15601503759398497 0.15333333333333332 0.15213358070500926 0.14412811387900357 0.14219474497681608 0.14130434782608695 0.1404399323181049 0.137987012987013 0.13793103448275862 0.13769363166953527 0.1374764595103578 0.13711151736745886 0.13709677419354838 0.13671875 0.1366120218579235 
34430 6857 28968 39203 1752 17309 32310 12791 36325 13772 32408 37991 2893 15974 23059 ,0.14393939393939395 0.14285714285714285 0.13513513513513514 0.13445378151260504 0.13402061855670103 0.13392857142857142 0.13333333333333333 0.1322314049586777 0.1322314049586777 0.13194444444444445 0.1308411214953271 0.12837837837837837 0.1271186440677966 0.125 0.125 
5304 1462 21712 36311 2499 17643 24838 13676 3848 19283 31508 16598 31067 13940 39455 ,0.1377952755905512 0.13513513513513514 0.132013201320132 0.132 0.1282051282051282 0.1273209549071618 0.12580645161290321 0.12573099415204678 0.12467532467532468 0.12452830188679245 0.12418300653594772 0.12324929971988796 0.12313432835820895 0.12274368231046931 0.12228260869565218 
33380 16250 34768 917 10201 33427 26461 26081 5583 22313 14162 11780 2208 13081 1823 ,1.0 0.1511627906976744 0.1511627906976744 0.13861386138613863 0.12745098039215685 0.12 0.11504424778761062 0.11475409836065574 0.11333333333333333 0.11333333333333333 0.11320754716981132 0.10810810810810811 0.10714285714285714 0.10679611650485436 0.10666666666666667 
29348 23663 18938 19796 29007 24922 24932 6518 34691 25752 678 26961 26971 25441 18348 ,0.24691358024691357 0.21505376344086022 0.20689655172413793 0.19753086419753085 0.19736842105263158 0.19444444444444445 0.18333333333333332 0.18085106382978725 0.1794871794871795 0.17857142857142858 0.1774193548387097 0.175 0.1724137931034483 0.17204301075268819 0.17142857142857143 
36214 24901 17101 33326 7097 20727 21043 14569 2778 37272 15747 17397 18201 33178 36864 ,0.11818181818181818 0.11570247933884298 0.11206896551724138 0.112 0.11016949152542373 0.10833333333333334 0.10784313725490197 0.10655737704918032 0.10483870967741936 0.10483870967741936 0.10344827586206896 0.10317460317460317 0.10256410256410256 0.1016949152542373 0.10119047619047619 
12536 16353 18298 36300 6099 22015 17032 32275 29198 31978 147 4420 6770 33305 18411 ,0.21951219512195122 0.21052631578947367 0.21052631578947367 0.19047619047619047 0.18181818181818182 0.1794871794871795 0.17857142857142858 0.17391304347826086 0.17307692307692307 0.1702127659574468 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16326530612244897 
30366 2496 2814 27052 16102 7520 7197 24464 12708 6905 17822 35854 88 32586 22654 ,0.13541666666666666 0.13253012048192772 0.13157894736842105 0.1282051282051282 0.12396694214876033 0.12389380530973451 0.11956521739130435 0.11956521739130435 0.1188118811881188 0.11818181818181818 0.11764705882352941 0.11764705882352941 0.11607142857142858 0.11607142857142858 0.11475409836065574 
5941 26307 18846 6683 25043 9814 5064 14376 33458 35628 12527 22410 25741 4924 17764 ,0.165 0.14622641509433962 0.1366906474820144 0.13402061855670103 0.13286713286713286 0.13068181818181818 0.12666666666666668 0.125 0.125 0.125 0.12334801762114538 0.12258064516129032 0.12234042553191489 0.1223021582733813 0.12138728323699421 
35192 21545 31320 28089 20033 20152 33368 39963 20374 18941 8879 38861 19616 29156 36826 ,0.14556962025316456 0.14388489208633093 0.14285714285714285 0.14 0.13953488372093023 0.1377245508982036 0.13740458015267176 0.13513513513513514 0.13333333333333333 0.13186813186813187 0.1310344827586207 0.13089005235602094 0.13043478260869565 0.12987012987012986 0.12949640287769784 
15420 29007 6518 7398 1480 23004 38812 17187 19315 38957 25190 26750 35357 39141 16917 ,0.1917808219178082 0.1797752808988764 0.1574074074074074 0.1568627450980392 0.15384615384615385 0.1523809523809524 0.15151515151515152 0.15053763440860216 0.15 0.14912280701754385 0.14864864864864866 0.14814814814814814 0.14814814814814814 0.14814814814814814 0.14705882352941177 
16890 34455 17707 37541 9469 15055 31645 14359 28161 26643 12680 13236 32364 19154 8690 ,0.13385826771653545 0.13138686131386862 0.12857142857142856 0.12574850299401197 0.12337662337662338 0.1232876712328767 0.12264150943396226 0.12244897959183673 0.12244897959183673 0.12195121951219512 0.12056737588652482 0.12041884816753927 0.11949685534591195 0.11678832116788321 0.11594202898550725 
36768 32834 16887 27785 29045 22727 24655 8004 20024 585 20495 16628 4841 30537 33955 ,0.17916666666666667 0.17543859649122806 0.1643835616438356 0.16304347826086957 0.1623931623931624 0.16228070175438597 0.16228070175438597 0.16203703703703703 0.16030534351145037 0.1598639455782313 0.1593625498007968 0.15934065934065933 0.1588785046728972 0.15879828326180256 0.15865384615384615 
27940 36755 38613 23684 34391 17540 38492 3189 33787 39791 7096 32544 2062 34810 32252 ,0.21428571428571427 0.1834862385321101 0.16428571428571428 0.1623931623931624 0.1574074074074074 0.1559633027522936 0.1559633027522936 0.15454545454545454 0.15454545454545454 0.15315315315315314 0.15254237288135594 0.15254237288135594 0.15178571428571427 0.15178571428571427 0.14864864864864866 
12680 2923 38531 9179 36700 7713 25784 14099 25574 7113 35605 23706 30534 35959 26050 ,0.14054054054054055 0.13829787234042554 0.136986301369863 0.1350210970464135 0.13358778625954199 0.13178294573643412 0.13157894736842105 0.12987012987012986 0.12927756653992395 0.12890625 0.128099173553719 0.12605042016806722 0.12556053811659193 0.125 0.12446351931330472 
31807 33098 32914 15394 39999 5145 11793 3334 21356 2395 22970 24668 4893 3477 27631 ,0.12096774193548387 0.11299435028248588 0.1103448275862069 0.10989010989010989 0.10687022900763359 0.10569105691056911 0.10526315789473684 0.104 0.104 0.10303030303030303 0.10204081632653061 0.10204081632653061 0.10185185185185185 0.10091743119266056 0.10077519379844961 
29007 25180 30656 15646 2371 3548 24720 36371 5300 33343 7143 29189 4082 7292 23607 ,0.20212765957446807 0.19791666666666666 0.18518518518518517 0.1794871794871795 0.17391304347826086 0.16883116883116883 0.16666666666666666 0.16666666666666666 0.16541353383458646 0.16541353383458646 0.16521739130434782 0.16521739130434782 0.1650485436893204 0.1623931623931624 0.16176470588235295 
17308 22498 23870 37670 26097 33584 35862 22751 27312 24261 25119 29538 38352 3685 14319 ,0.13527851458885942 0.11977715877437325 0.11842105263157894 0.11801242236024845 0.11779448621553884 0.11655011655011654 0.11609498680738786 0.11526479750778816 0.11483253588516747 0.11463414634146342 0.11436950146627566 0.1141552511415525 0.11413043478260869 0.11337209302325581 0.11315789473684211 
15434 30416 15653 24639 20136 13107 24534 21575 37389 33255 17325 18310 5915 26120 4040 ,0.12937062937062938 0.09656652360515021 0.0935483870967742 0.09341825902335456 0.0911062906724512 0.088 0.08663366336633663 0.08633093525179857 0.08514492753623189 0.08383233532934131 0.08333333333333333 0.08333333333333333 0.08315565031982942 0.08258527827648116 0.08196721311475409 
30104 1823 36622 37614 10810 18582 24482 2259 24090 10129 8733 17897 19437 9675 12069 ,0.11851851851851852 0.11688311688311688 0.11607142857142858 0.11428571428571428 0.1118421052631579 0.10483870967741936 0.10377358490566038 0.10344827586206896 0.10256410256410256 0.10236220472440945 0.10227272727272728 0.10185185185185185 0.1015625 0.10091743119266056 0.10091743119266056 
4425 29563 8120 14761 2148 29755 39054 13794 29161 28777 7082 4078 15092 34842 6974 ,0.16666666666666666 0.15306122448979592 0.13333333333333333 0.13333333333333333 0.1282051282051282 0.12037037037037036 0.12 0.11764705882352941 0.11607142857142858 0.11570247933884298 0.11504424778761062 0.115 0.11458333333333333 0.11320754716981132 0.1111111111111111 
4420 24483 20378 15420 7129 16634 37894 17569 39141 6518 27999 37190 9401 35851 26603 ,0.18333333333333332 0.1686746987951807 0.16853932584269662 0.15942028985507245 0.15555555555555556 0.15306122448979592 0.14925373134328357 0.14864864864864866 0.14666666666666667 0.14563106796116504 0.14473684210526316 0.14457831325301204 0.14285714285714285 0.14285714285714285 0.14150943396226415 
32400 28524 4258 13736 26388 39009 23481 38775 6932 3271 21002 21761 3593 9961 3246 ,0.13414634146341464 0.1308411214953271 0.13071895424836602 0.13043478260869565 0.12871287128712872 0.1276595744680851 0.12631578947368421 0.12598425196850394 0.125 0.12413793103448276 0.12408759124087591 0.12408759124087591 0.12264150943396226 0.12264150943396226 0.12149532710280374 
